no,merek dagang,tujuan,kategori
1939,NATIVO 75 WG ,penyakit blasPyricularia oryzaepenyakit hawar daunXanthomonas campestris ,umum 
1940,"DKPROTIO MIX 390 SC, E-TRICYPLUS 20 WP, IMPERIO 65 WG, ORYZOLE 250 EC, PUANORIS 50 SP, TOPSIDA 75 WP, VALLO 525 SC ",penyakit blasPyricularia oryzae ,umum 
1941,DIMENOL 15 WG ,penyakit bercak daun sempitCercospora oryzae ,umum 
1942,"EPHEME 500 SL, OBLIVION 180/120 SC ","penggerek batang Scirpophaga incertulas, wereng coklat Nilaparvata lugens ",umum 
1943,BENZAPYR 120 SC ,"penggerek batang Scirpophaga incertulas, wereng coklatNilaparvata lugens ",umum 
1944,TRIDOR 30 WP ,penggerek batang Scirpophaga innotata; wereng coklat Nilaparvata lugens ,umum 
1945,"SIKLON 5,7 WG ",penggerek batang kuning Scirpophaga incertulaswereng batang coklatNilaparvata lugens ,umum 
1946,NARKIS 100 SC ,"gulma berdaun lebar Marsilea crenata, Ludwigia perennis, Spenochlea zeylanica; gulma berdaun sempit Echinochloa colona, Leptochloa chinensis; teki Cyperus difformis, Fimbristylis miliacea ",umum 
1947,ABAKTIN 18 EC ,penggerek batang Scirpophaga incertulas ,umum 
1948,MIPCINTA 50 WP ,Hama putih palsu Cnaphalocrosis medinalis  ,umum 
1949,"BIOMONE 0,0007 GR ",meningkatkan komponen hasil jumlah malai per rumpun dan jumlah gabah. ,umum 
1950,MANUVER 6 GR ,penggerek batangScirpophaga incertulas ,umum 
1951,BIOGENT 50 SC ,penggerek batang Scirpophaga incertulas ,umum 
1952,PREVATHON 50 SC ,hama putih palsuCnaphalocrosis medinalis ,umum 
1953,STARJOS 125 EW ,Gulma berdaun sempitEchinochloa cruss-galliPaspalum distichum ,umum 
1954,TAMABAS 500 EC ,hama belalangOxya sp.  ,umum 
1955,VIRTAKO 300 SC ,hama putih palsuCnaphalocrosis medinalispenggerek batangScirpophaga incertulas ,umum 
1956,NOMIN EXTRA 200 SC ,"gulma berdaun lebar Ludwigia perennis, Monochoria vaginalis, Sphenoclea zeylanica; golongan rumput Leptochloa chinensis, Fimbristylis miliacea ",umum 
1957,SOFIT 10/10 WP ,"gulma berdaun lebar Limnocharis flava, Ludwigia vaginalis, Marsilea crenata, Monochoria vaginalis; teki Fimbristylis miliacea ",umum 
1958,NEVWEB IGR 200 EC ,hamaCryptolestes sp. ,umum 
1959,NATIVO 75 WG ,penyakit busuk tunas Marasmius palmivora ,umum 
1960,REXDAN 3 GR ,kumbang tanduk Oryctes rhinoceros ,umum 
1961,BENLOX 50 WP ,penyakit bercak daun coklat Curvularia maculans ,umum 
1962,MUPXONE 276 SL* ,gulma berdaun lebarMonochoria vaginalis ,umum 
1963,MUPXONE 276 SL* ,gulma berdaun sempitLeptochloa chinensis ,umum 
1964,PROTHEPHON 480 SL ,Meningkatkan produktivitas karet kering ,umum 
1965,SAROMYL 35 SD ,penyakit bulaiPeronosclerospora maydis ,umum 
1966,GEMPUR 480 SL ,"gulma berdaun lebar Synedrella nodiflora, Ageratum conyzoides, gulma berdaun sempit Paspalum conjugatum, Digitaria spp., Axonopus comressus ",umum 
1967,KOMODOR 300/100 SL ,"gulma berdaun lebar Ludwigia octovalvis, gulma berdaun sempit Echinochloa crus-galli, teki Cyperus spp.,Eleocharis dulcis ",umum 
1968,SPA 160 SL ,gulma berdaun lebar Ageratum conyzoidesBorreria alatagolongan rumputAxonopus compressus ,umum 
1969,LINDAS 240 SL ,gulma berdaun sempit  Erichloa polytachya ,umum 
1970,LINDAS 240 SL ,gulma berdaun sempit  Digitaria longiiflora ,umum 
1971,PRIMAXONE ULTRA 300 SL* ,"gulma berdaun lebar Ageratum conyzoides, Alternanthera sessilis, Synedrella nodiflora, gulma berdaun sempit Digitaria ciliaris, Eleusine indica ",umum 
1972,TOPZONE 276 SL* ,"gulma berdaun lebar Synedrella nodiflora, Ageratum conyzoides, gulma berdaun sempit Digitaria ciliaris, Eleusine indica ",umum 
1973,SUPREMO 480 SL ,"gulma berdaun lebar  Ageratum conyzoides, Synedrella nodiflora, gulma berdaun sempit Eleusine indica, Digitaria ciliaris, teki Cyperus rotundus ",umum 
1974,LINDAS 240 SL ,"gulma berdaun lebar Commelina diffusa, Marsilea crenata, Rotala leptopetala, gulma berdaun sempit Echinochloa crus-galli, Leptochloa chinensis, Paspalum distichum, teki Cyperus iria, Fimbristylis littoralis ",umum 
1975,KOMODOR 300/100 SL ,"gulma berdaun lebar Commelina diffusa, Monochoria vaginalis, Rotala leptopetala, gulma berdaun sempit Echinochloa crus-galli, Leptochloa chinensis, teki Cyperus iria ",umum 
1976,SIDAFOS 480 SL ,"gulma berdaun lebar Ludwigia octovalvis, Monochoria vaginalis, gulma berdaun sempit Leptochloa chinensis ",umum 
1977,KOMODOR 300/100 SL ,"gulma berdaun sempit Paspalum distichum, teki Fimbristyllis littoralis ",umum 
1978,SIDAFOS 480 SL ,teki Cyperus iria ,umum 
1979,SUPREMO 480 SL ,"gulma berdaun sempit Brachiaria mutica, Digitaria ciliaris, Setaria plicata, alang-alang Imperata cylindrica ",umum 
1980,SUPRETOX 276 SL* ,gulma berdaun sempit Digitaria ciliaris ,umum 
1981,DRYUP 480 SL ,"gulma berdaun lebar Limnocharis flava, Monochoria vaginalis, teki Cyperus difformis, Scirpus juncoides ",umum 
1982,GLIDAMIN 300/100 SL ,"gulma berdaun lebar Althernanthera sessilis, Ludwigia octovalvis, Sphenochlea zeylanica, gulma berdaun sempit Echinochloa crus-galli, teki Cyperus iria ",umum 
1983,SINARTOP 280 SL* ,"gulma berdaun lebar Ageratum conyzoides, Alternanthera sessilis, Synedrella nodiflora, gulma berdaun sempit Digitaria ciliaris, Eleusine indica ",umum 
1984,SUPREMO 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Cleome rutidosperma, Synedrella nodiflora, gulma berdaun sempit Cynodon dactylon, Digitaria ciliaris, Setaria plicata ",umum 
1985,FORMAT 360/120 SL ,"gulma berdaun lebar Althernantera sessilis, Ludwigia octovalvis, Monochoria vaginalis, gulma berdaun sempit Echinochloa crus-galli, teki Cyperus difformis ",umum 
1986,CHLORMITE 400 EC ,hama kumbang daun Phyllotreta vittata ,umum 
1987,PREVICUR-N 722 SL ,penyakit lodoh Pythium sp. ,umum 
1988,ETHREL 480 SL  ,memperbaiki rasa dan aroma serta mempercepat masaknya buah ,umum 
1989,MARSHAL 5 GR ,nematoda bengkak akar Meloidogyne spp. ,umum 
1990,BASAMID 98 GR ,penyakit layu bakteri Pseudomonas solanacearum ,umum 
1991,NATIVO 75 WG ,penyakit sigatoka Mycosphaerella musicola ,umum 
1992,IMIDATOP PLUS 200 SL ,rayap tanah Coptotermes gestroi ,umum 
1993,MEGANIUM 200 EC ,rayap tanah Coptotermes curvignathus ,umum 
1994,LATREX 400 EC ,rayap tanahCoptotermes curvignathus ,umum 
1995,LENTRA 200 SL ,Rayap tanahCoptotermes curvignathus ,umum 
1996,BRANKUS 57 PS ,tikus sawahRattus argentiventer ,umum 
1997,EXPLORE 250 EC ,penyakit bercak daun Alternaria brassicae ,umum 
1998,MAXXQUAT 135 SL* ,- gulma berdaun lebar  Ageratum conyzoides   Asystasia gangetica  Borreria alata  Mikania micrantha- gulma golongan rumput   Axonopus compressus   Ischaemum timorense   Ottochloa nodosa   Setaria plicata ,umum 
1999,PREVATHON 50 SC ,penggorok daun Liriomyza huidobrensis ,umum 
2000,CROPGIB 38 EC ,memperbanyak daun ,umum 
2001,CROPGIB 40 WG ,meningkatkan tinggi tanaman dan jumlah anakan tanaman ,umum 
2002,FENOSIDA 255 EC ,penyakit bercak daun Cercospora citrullina ,umum 
2003,LONGER 75 WP ,"penyakit embun bulu Pseudoperenospora cubensis, antraknosa Colletotrichum cubensis ",umum 
2004,"DANVIL 50 SC, EXPLORE 250 EC, PROCURE 20 WP, TRIVIA 73 WP ",penyakit embun bulu Pseudoperonospora cubensis ,umum 
2005,CONFIDOR 200 SL ,"kutu daun Aphis sp, hama trips Thrips sp. ",umum 
2006,"BENLOX 50 WP, TRIVIA 73 WP ",penyakit antraknosa Colletotrichum lagenarium ,umum 
2007,COZEB 80 WP ,penyakit antraknosa Colletotrichum legenarium ,umum 
2008,DECIS 25 EC ,penggerek buah Helicoverpa armigera ,umum 
2009,ALIKA 247 ZC ,pemakan daun Aulocophora sp. ,umum 
2010,CYPERMAX 100 EC ,"kutu daun Aphis sp., hama trips Thrips palmi ",umum 
2011,"FASTAC 15 EC, RAMPAGE 100 EC ","kutu daun Myzus persicae, hama trips Thrips sp., kumbang daun Aulacophora sp. ",umum 
2012,RUDOR 5 WP ,kutu daun Myzus persicae ,umum 
2013,HYPOLAX 400 SL ,"kutu daun Myzus persicae, hama trips Thrips sp. ",umum 
2014,DECIS 25 EC ,"hama trips Thrips sp., Aphis sp. ",umum 
2015,RUDOR 5 WP ,hama trips Thrips palmi ,umum 
2016,MARSHAL 200 EC ,hama tripsThrips palmi kutu daunAphis sp.Myzus persicae  ,umum 
2017,FURY 50 EC ,hama trips Thrips sp. ,umum 
2018,GOBANG 110 EC ,"hama Thrips sp., kutu daun Aphis sp. ",umum 
2019,SIDACRON 510 EC ,hama lalat buah Bactrocera cucurbitae ,umum 
2020,KANON 400 EC ,hama Thrips sp. ,umum 
2021,EVISET 50 SP ,hama tripsThrips parvispinus ,umum 
2022,CURZATE 8/64 WP ,penyakit embun bulu Pseudoperonospora cubensis ,umum 
2023,LANIDOR 5 WP ,hama trips Thrips sp.  ,umum 
2024,SUMIALPHA 25 EC ,penggerek batang Xysterocera festiva ,umum 
2025,TIFLO 80 WP ,penyakit kapang kelabuBotrytis cinerea ,umum 
2026,TIFLO 80 WG ,penyakit kapang kelabuBotrytis cinerea ,umum 
2027,"BARESTAN 60 WP, BENTAN 60 WP ",siput trisipan Cerithidea sp. ,umum 
2028,BESNAIL 60 WP ,siput trisipanCerithidea sp. ,umum 
2029,IMAXPLUS 70 WP ,siput trisipan Cerithidea sp. ,umum 
2030,NUVAQPRO 25 EC ,vektor penyakit virus hama jambretMesopodopsis sp. ,umum 
2031,AGENDA 25 EC ,rayap Subteranean ,umum 
2032,"RECRUIT II 0,5 RB ","rayap tanah Schedorhinotermes javanicus, Coptotermes curvignathus ",umum 
2033,STEALTH 240 SC ,raya tanah Coptotermes curvignathus ,umum 
2034,PREMISE 200 SL ,rayap tanahCoptotermes curvignathus ,umum 
2035,PREMISE 200 SL ,rayap tanahMacrotermes gilvus ,umum 
2036,CISLIN 25 EC ,rayap tanah Coptotermes gestroi ,umum 
2037,SIDAFUR 3 GR ,perusak akar Lepidiota stigma ,umum 
2038,"FORZA 50 SC, PREVATHON 50 SC ",penggerek pucuk Scirpophaga excerptalis ,umum 
2039,"FERO CUK, REGENT 0,3 GR ",penggerek pucuk Scirpophaga nivella ,umum 
2040,PADAN 50 SP ,"penggerek batang Chilo sacchariphagus, Diatraea saccharalis, penggerek pucuk Scirpophaga nivella ",umum 
2041,DHARMASAN 600 EC ,penggerek batang Chilo sachariphagus dan Chilo auricilus ,umum 
2042,GROAMIN 865 SL ,"gulma berdaun lebar Phyllanthus niruri, Cleome aspera, Alternanthera philoxeroides, Synedrella nodiflora ",umum 
2043,GROAMIN 865 SL ,"gulma berdaun sempit Echinochloa colonum, teki Cyperus rotundus ",umum 
2044,AMTRAK 500 SC ,gulma berdaun sempit Ischaemum timorense ,umum 
2045,RAIQUAT 276 SL* ,"gulma berdaun lebar Ludwigia hyssophyfolia, gulma berdaun sempit Echinochloa colona, Fimbristylis litoralis ",umum 
2046,VENATOR 550 SC ,"Gulma berdaun lebar Ipomoea triloba, Ageratum conyzoides, Euphorbia hirta, golongan rumput Eleusine indica ",umum 
2047,ANDALL 865 SL ,"gulma berdaun lebar Euphorbia prunifolia, Eclipta prostrata, Althernanthera sessilis, Melochia corchorifolia ",umum 
2048,DHARMABAS 500 EC ,"penggerek batang Chilo auricilius, Chilo saochariphagus ",umum 
2049,FERO TEB ,penggerek batang Chilo sacchariphagus ,umum 
2050,STARMIN 865 SL ,gulma berdaun lebar Melochia chorcorifolia ,umum 
2051,STARMIN 865 SL ,"gulma berdaun lebar Memordica charantia, Cleome rutidospermae, Ipomoea triloba, Ageratum conyzoides, Althernanthera sessilis ",umum 
2052,AMTRAK 500 SC ,"gulma berdaun lebar Borreria latifolia, Synedrella nodiflora ",umum 
2053,WEEDROL 866 SL ,"gulma berdaun lebar Borreria spp., Cleome spp., Ipomoea triloba ",umum 
2054,GONZALES 80 WP ,"gulma berdaun lebar Cleome aspera, Ipomoea triloba, gulma berdaun sempit Eleusine indica ",umum 
2055,AMEGRASS 500 SC ,"gulma berdaun lebar Cleome aspera, Pylanthus niruri, gulma berdaun sempit Cynodon dactylon, Digitaria sanguinalis, Eclipta prostata. ",umum 
2056,PRYLLA 80 WP ,"gulma berdaun lebar Cleome rutidosperma, Euphorbia hirta, Ipomoea triloba gulma berdaun sempit Eleusine indica ",umum 
2057,PORDIE-6 865 SL ,"gulma berdaun lebar Cleome rutidosperma, Ipomoea triloba, Richardia brasiliensis ",umum 
2058,SOLUSI 865 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria latifolia, Chromolaena odorata, Euphorbia hirta ",umum 
2059,AMANDY 865 SL ,"gulma berdaun lebar Ageratum conyzoides, Cleome spp., Borreria alata; gulma berdaun sempit Echinochloa colonum, teki Cyperus rotundus ",umum 
2060,COPRAL 500 SC ,"gulma berdaun lebar Ageratum conyzoides, Euphorbia hirta, Synedrella nodiflora, gulma berdaun sempit Echinochloa colona ",umum 
2061,SUGARINA 500 SC ,"gulma berdaun lebar Ageratum conyzoides, Ipomoea triloba, gulma berdaun sempit Echinochloa colonum ",umum 
2062,CBA-6 865 SL ,"gulma berdaun lebar Ageratum conyzoides, Richardia brasiliensis, Synedrella nodiflora ",umum 
2063,NOXONE 297 SL* ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Cleome rutidospermum ; gulma berdaun sempit Paspalum conjugatum, teki Cyperus kylingia ",umum 
2064,ALADIN 865 SL  ,"gulma berdaun lebar Ageratum conyzoides, Acalypha indica, Phyllanthus niruri, Leucas lavandulifolia, Ludwigia peruviana ",umum 
2065,PRYLLA PLUS 90 WG ,gulma berdaun lebar Chromolaena odorataEuphorbia hirtaIpomoea trilobagolongan rumputEleusine indica ,umum 
2066,SIDARON 80 WP ,"gulma berdaun lebar  Borreria spp., Cleome aspera, Ipomoea triloba, gulma berdaun sempit Digitaria ciliaris ",umum 
2067,ANDALL 865 SL ,gulma berdaun lebar Ageratum conyzoides ,umum 
2068,BILIS 500 SC ,gulma berdaun lebar Ageratum conyzoidesBorreria latifoliaEuphorbia hirtagolongan rumputPaspalum conjugatum ,umum 
2069,BIORON 80 WP ,gulma berdaun lebar Ageratum conyzoidesBorreria latifoliaCalopogonium mucunoidesCentrosema pubescensEuphorbia hirtagolongan rumputAxonopus compressus  ,umum 
2070,DIMINA 720 SL ,Gulma berdaun lebarAgeratum conyzoidesBorreria alataCroton  hirtusCleome  rutidospermaMerrenia  peltataSynedrella nudiflora ,umum 
2071,BECANO 500 SC ,gulma berdaun lebarPraxelis clematideaRichardia brasiliensisEuphorbia geniculatagulma berdaun sempitCynodon dactylonPaspalum commersonii ,umum 
2072,BECANO 500 SC ,gulma berdaun sempitDactyloctenium aegyptium ,umum 
2073,INCA 500 SC ,gulma berdaun sempit Echinochloa colonum ,umum 
2074,SUMIMAX 50 WP ,"gulma berdaun lebar Croton hirtus, gulma berdaun sempit Brachiaria mutica ",umum 
2075,INCA 500 SC ,"gulma berdaun lebar Euphorbia geniculata, Richardia brasiliensis ",umum 
2076,SUMIMAX 50 WP ,"gulma berdaun lebar Commelina benghalensis, Spigelia anthelmia ",umum 
2077,SUMIMAX 50 WP ,"gulma berdaun lebar Ageratum conyzoides, Cleome rutidosperma, Ipomoea triloba, Celosia argentea, Calopogonium mucunoides, Praxelis clematidea, Richardia brasiliensis; gulma berdaun sempit Echinochloa colonum, Eleusine indica, Rottboelia exaltata, Phyllant ",umum 
2078,BECANO 500 SC ,gulma berdaun sempitEleusine indica ,umum 
2079,BECANO 500 SC ,gulma berdaun lebarCommelina diffusagulma berdaun sempitBrachiaria mutica ,umum 
2080,BECANO 500 SC ,gulma berdaun lebarRichardia brasiliensisLindemia antipodaCroton hirtusCleome rutindosperma ,umum 
2081,BECANO 500 SC ,gulma berdaun sempitDigitaria ciliarisDactyloctenium aegyptium ,umum 
2082,SENCOR 70 WP ,gulma berdaun sempitDigitaria sp. ,umum 
2083,SUSCONMAXI 5 WG ,hama uretLepidiota stigma ,umum 
2084,THURICIDE HP  ,penggerek batang Chilo sacchariphaguspenggerek pucuk Scirpophaga nivela  ,umum 
2085,KENDIURON 525 SC ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Cleome rutidospermae, Echinochloa nodosa; gulma berdaun sempit Rootbelia exaltata; teki Cyperus rotundus ",umum 
2086,VIARON 500 SC ,gulma berdaun lebarCleome rutidospermagulma berdaun sempitCynodon dactylonRotbellia exaltata ,umum 
2087,AMETREX 500 SC ,gulma berdaun lebar Celosia arganteaCommelina benghalensisRichardia brasiliensisgolongan rumputBrachiaria muticaSpigelia anthelmia  ,umum 
2088,UNICOR M 70 WG ,gulma berdaun lebarBorreria alataCleome rutidosprema ,umum 
2089,TORERO 80 WP ,gulma berdaun lebarAgeratum conyzoidesgolongan rumputPaspalum conjugatum ,umum 
2090,AMTRAK 80 WP ,gulma berdaun lebarAgeratum conyzoides     Cleome rutidospermae    ,umum 
2091,SENCOR 70 WP ,gulma berdaun lebarAgeratum conyzoides ,umum 
2092,GULMARON 500 SC ,gulma berdaun lebar Ageratum conyzoidesMikania micranthagulma berdaun sempit Digitaria ciliaris ,umum 
2093,GULMARON 80 WP ,gulma berdaun lebar Richardia brasiliensisSynedrella nodifloragulma berdaun sempit Eleusine indica ,umum 
2094,NOXONE 297 SL* ,"gulma berdaun lebar Borreria alata, Ageratum conyzoides, Polygonum nepalens, Bidens biterate, Crassocephalum crepidiodes, gulma berdaun sempit Setaria plicata,Axonopus compressus ",umum 
2095,WRAPUP 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Drymaria cordata, Commelina diffusa ; gulma berdaun sempit Eleusine indica, Setaria plicata ",umum 
2096,CRASH 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Drymaria cordata, Synedrella nodiflora ; gulma berdaun sempit Paspalum conjugatum, Axonopus compressus, Elausine indica ",umum 
2097,CRASH 480 SL ,gulma berdaun lebar Commelina diffusa ; gulma berdaun sempit Setaria plicata ,umum 
2098,WRAPUP 480 SL ,"gulma berdaun lebar Synedrella nodiflora ; gulma berdaun sempit Axonopus compressus, Paspalum conjugatum ",umum 
2099,MARSHAL 200 SC ,"hama Empoasca sp., hama Helopeltis sp. ",umum 
2100,TALSTAR 25 EC ,"hama Empoasca sp., hama Helopeltis sp., tungau jingga Brevipalpus phoenicis ",umum 
2101,BRAVO 50 EC ,hama Helopeltis sp. ,umum 
2102,BIGEST 40 EC ,meningkatkan hasil pucuk basah ,umum 
2103,CROWEN 113 EC ,penggerek pucuk Empoasca sp. ,umum 
2104,MATADOR 25 EC ,penghisap daun Helopeltis sp. ,umum 
2105,RUDOR 200 SL ,"penghisap daun Helopeltis sp., Empoasca sp., tungau jingga Brevipalpus phoenicis ",umum 
2106,"FENVAL 200 EC, METINDO 25 WP, METINDO 80 SL ",pengisap daun Helopeltis antonii ,umum 
2107,TREBON 95 EC ,"pengisap daun Helopeltis antonii, wereng daun Empoasca sp. ",umum 
2108,"DECIS 25 EC, DHARMABAS 500 EC, SUMIALPHA 25 EC, SUMITHION 500 EC ",pengisap daun Helopeltis sp. ,umum 
2109,RESPECT 200 EC ,pengisap pucuk Helopeltis sp. ,umum 
2110,NAZOLE 50 SC ,penyakit cacar daun Exobasidium vexans ,umum 
2111,DANVIL 50 SC ,penyakit cacar daun Exobasidium vexans ,umum 
2112,MOSPILAN 30 EC ,ulat penggulung pucuk Laspeyresia leucostoma ,umum 
2113,CHASE 100 EC ,"wereng daun Empoasca sp,  pengisap pucuk Helopeltis sp. ",umum 
2114,"APPLAUD 10 WP, APPLAUD 440 SC, CONFIDOR 200 SL, RESPECT 200 EC ",wereng daun Empoasca sp. ,umum 
2115,APPLAUD 100 EC ,"wereng daun Empoasca sp., tungau kuning Polyphagotarsonemus latus ",umum 
2116,ROUNDUP POWERMAX 660 SL ,gulma berdaun lebar Ageratum conyzoidesClidemia hirtaDiodia sarmentosagolongan rumputAxonopus compressusSetaria plicata ,umum 
2117,GLIDAMIN 300/100 SL ,gulma berdaun lebar Ageratum conyzoides ,umum 
2118,SUPREMO 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, gulma berdaun sempit Digitaria ciliaris, Setaria plicata ",umum 
2119,SIDARON 80 WP ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Mikania cordata ; gulma berdaun sempit Digitaria ciliaris ",umum 
2120,BIONASA 480 SL ,"gulma berdaun lebar Ageratum conyzoides, Borreria alata, Synedrella nodiflora, gulma berdaun sempit Ischaemum timorese ",umum 
2121,LINDAS 240 SL ,"gulma berdaun lebar Ageratum conyzoides, Crassocephalum crepidioides, Erygeron smatrensis ; gulma berdaun sempit Cynodon dactylon, Oplismenus compositus, Paspalum conjugatum ",umum 
2122,KOMODOR 300/100 SL ,"gulma berdaun lebar Ageratum conyzoides, Crassocephalum crepidioides, Erygeron sumatrensis ; gulma berdaun sempit Cynodon dactylon, Oplismenus compositus, Paspalum conjugatum ",umum 
2123,GEMPUR 480 SL ,"gulma berdaun lebar Borreria alata, Commelina diffusa, Dioda sarmentosa, gulma berdaun sempit Digitaria adscendens, Setaria plicata ",umum 
2124,BASAMID 98 GR ,"nematoda Pratylenchus sp.;Helicotylenchus sp.;Melodogyne sp.;jamur Fusarium sp., Pythium sp. dan Rhizoctonia sp. ",umum 
2125,KLEENUP 480 SL ,golongan rumputPaspalum conjugatumRichardia brasiliensis ,umum 
2126,SLASH 480 SL ,golongan rumputSetaria plicata ,umum 
2127,SLASH 480 SL ,gulma berdaun lebarAgeratum conyzoidesBorreria alata ,umum 
2128,SUN UP 480 SL ,gulma berdaun lebarMikania micranthagulma rumputOttochloa nodosaPaspalum conjugatum ,umum 
2129,FASTAC 15 EC ,penghisap daunHelopeltis sp. ,umum 
2130,MITISUN 570 EC ,tungau jinggaBrevipalpus phoenicis ,umum 
2131,"FENVAL 200 EC, INSTOP 311 EC, METAL 30 EC, METINDO 25 WP, ORGANTRIN 6 SL, SEVIN 85 SP ",ulat grayak Spodoptera litura ,umum 
2132,RUDAL 25 EC ,"ulat grayak Spodoptera litura, penggerek pucuk Helicoverpa spp. ",umum 
2133,DIMILIN 25 WP ,"ulat grayak Spodoptera sp., penggerek pucuk Heliothis sp. ",umum 
2134,CAPTURE 50 EC ,ulat penggerek pucuk Helicoverpa armigera ,umum 
2135,TREBON 95 EC ,"ulat pupus Helicoverpa spp., ulat grayak Spodoptera litura ",umum 
2136,BASAMID 98 GR ,ulat tanah Agrotis sp. ,umum 
2137,PREVATHON 50 SC ,"ulat grayak Spodoptera litura, pemakan pucuk daun Heliothis assulta, Helicoverpa armigera ",umum 
2138,METEOR 25 EC ,"ulat daun Helicoverpa armigera, kutu daun Myzus persicae ",umum 
2139,PROCURE 20 WP ,penyakit rebah semai Pythium aphanidermatum penyakit lanas Phytophthora nicotianae ,umum 
