no,nama media,jenis media,penanggung jawab,pemimpin redaksi,badan hukum,provinsi,alamat,email
1313,Batanghari Vision,Televisi,,,PT,Jambi,"Jl. HOS. Cokroaminoto No.1 F, Kel. F, Selamat, Kec. Telanaipura, Kota Jambi, Prov. Jambi",
1314,JAMS Cable,Televisi,,,PT,Jambi,"Villa Kenali Permai Blok N-7 No.3A RT.027, Kel. Mayang Mangurai, Kec. Kotabaru",
1315,Bungo Vision,Televisi,,,PT,Jambi,"Jl. H. Manaf No. 120 RT. 32 RW. 11, Kel. Sungai Kerjan, Kec. Bungo Dani, Jambi",
1316,Info Bekasi,Cetak,,,PT,Jawa Barat,"Komp. Gading Bukit Indah Blok K-27 Jl Bukit Gading Raya Jakarta Utara 14240
",sekretariat.sibk@infogadinggroup.com
1317,Malang Post,Cetak,,,PT,Jawa Timur,Jl. Raya Sawojajar Ruko WOW Cluster Apple 1-9 Kota Malang,redaksi@malang-post.com
1318,Balikpapan Pos,Cetak,,,PT,Kalimantan Timur,"Jln.Soekarno Hatta Km. 3,5 No.41. Kel.Batu Ampar Kec.Balikpapan Utara ",
1319,Bontang Post,Cetak,,,PT,Kalimantan Timur,"Jl. Ahmad Yani No. 26 Kel. Api-api, Bontang Utara, Kota Bontang",redaksi_bp@bontangpost.co.id 
1320,ANTV Babel,Televisi,,,PT,Kepulauan Bangka Belitung,"Komp. Graha Asri No.A1, Jl. Soekarno Hatta, RT.19/7, Kel.Dul, Kec. Pangkalan Baru, Pangkal Pinang, Babel",
1321,tvOne Babel,Televisi,,,PT,Kepulauan Bangka Belitung,"Jl. Bawal 1 RT.05/02 No.243, Kel. Ampui, Kec. Pangkal Balam, Kota Pangkal Pinang",
1322,Metro TV Babel,Televisi,,,PT,Kepulauan Bangka Belitung,"Jl. Purkabin, Kel. Sriwijaya, Kec. Bukit Intan, Kota Intan",
1323,Batamtoday.com,Siber,,,PT,Kepulauan Riau,"Komplek Oriana Blok A. 02 No. 08, Batam Centre, Batam",redaksi@batantoday.com
1324,Batam TV,Televisi,,,PT,Kepulauan Riau,"Jl. Raya Batam Center, Teluk Tering, Nongsa",
1325,Urban TV,Televisi,,,PT,Kepulauan Riau,"Puri Legenda Blok DIII, Batam Center",
1326,Trans TV Batam,Televisi,,,PT,Kepulauan Riau,"Jl. Palapa VII Bukit dangas Sekupang Batam, Kel. Tanjung Pinggir, Kec. Sekupang, Kota Batam, Prov. Kepulauan Riau",
1327,BCV,Televisi,,,PT,Kepulauan Riau,"Jl. Komp, Bumi Indah Blok III No.17, Kel. Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepri, 29432",
1328,ASTV,Televisi,,,PT,Kepulauan Riau,"Jl. Tiban Koperasi blok S No.8a, Kel. Tiban Baru, Kec. Sekupang, Batam, Kepri, 29424",
1329,Andalas Cable Vision,Televisi,,,PT,Riau,"Jl. Abadi RT.05/RW.17 No.59 Duri, Kel Air Jamban, Kec. Mandau",
1330,Bintan Vision,Televisi,,,PT,Riau,"Jl. Tugu Pahlawan No. 41D, Kel Bukit Cemin, Kec. Tanjung Pinang Barat",
1331,Barelang TV Kabel,Televisi,,,PT,Riau,"Jl. MT. Haryono  KM.3,5, Kel. Tanjung Pinang, Kec. Bukit Bestari, Kota Tanjung Pinang",
1332,Barelang Vision,Televisi,,,PT,Riau,"Jl. Ruko Sawang Permai Blok A No. 3B, Kel. Buliang, Kec. Batu Aji",
1333,Cable Vision SBC,Televisi,,,PT,Riau,,
1334,MCN,Televisi,,,PT,Riau,"Jl. Imam Bonjol Komp, Pulau Lestari Blok A2/3 Kampung Utama, Kel.Lubuk Baja, Kec. Lubuk Baja Kota",
1335,Big Band,Televisi,,,PT,Riau,"Jl. Ruko Hanglekir Blok.AA2 No. 1-2, Kel. Batam Kota, Kec. Batam Kota, Kota Batam",
1336,BCN,Televisi,,,PT,Riau,"Jl. Perum Mutiara Baru Blok A No. 28, Kel. Buliang, Kec. Batu Aji",
1337,bunaken.co.id,Siber,,,PT,Sulawesi Utara,"Kel. Karombasan Utara Link VIII Kecamatan Wanea, Kota Manado ",webbunaken@gmail.com
1338,Covesia.com,Siber,,,PT,Sumatera Barat,"Jl. Veteran No. 69 Padang, Sumatera Barat, 25115",redaksi@covesia.com; covesiacom@gmail.com
1339,tvOne Palembang,Televisi,,,PT,Sumatera Barat,"Jl. Dwikora II No.4803/02/RT.31 RW.11 Kel. Sei Pangeran, Kec. Ilir Timur",
1340,Hitam Putih,Cetak,,,PT,Sumatera Selatan,"Jl. A. Yani LR. Bahagia 36 Kel. 9/10 ULU RT2/1 Seb Ulu I, Palembang, 30251",majalahhitamputih@gmail.com
1341,Palembang TV,Televisi,,,PT,Sumatera Selatan,"Jl. Kol. H. Barlian No.773 Km.6,5 Kel Sukarami, Kec. Sukaarami, Kota Palembang, Sumsel 30152",
1342,Station 1,Televisi,,,PT,Sumatera Selatan,"Jl. SERASI II, SUKAJADI, TALANG KELAPA/
Jl. Palembang Betung KM.13, RT.01 RW.01, LK.I, Kel. Tanah Mas, Kec. Talang Kelapa",
1343,SKY TV,Televisi,,,PT,Sumatera Selatan,"Jl. HangJebat 11, Kel. 30 Ilir, Kec. Ilir Barat
Jl. Klangga Wirosentika No.50, Kel. 30 Ilir, Kec. Ilir Barat II",
1344,Most TV,Televisi,,,PT,Sumatera Selatan,"Jl. Lingkar Selatan kav.46, No.75 RT.07, Kel. Ibul Besar, Kec. Pamulutan, Kab. Ogan Ilir
Jl. Pendidikan Dusun 1, Desa Tanjung Lubuk, Kec. Indralaya Selatan, Kab. Ogan Ilir",
1345,Metro TV Sumsel,Televisi,,,PT,Sumatera Selatan,"Jl. Dwikora 2 No.4803 RT.31, RW.011, RW.011, Kel. Sei Pangeran, Kec. Ilir Timur",
1346,SCTV Palembang,Televisi,,,PT,Sumatera Selatan,"Jl. Nusa Indah Gang Teratai No. 88, Kel. Lorok Pak Jau",
1347,GTV Palembang,Televisi,,,PT,Sumatera Selatan,"Jl. Nusa Indah Gg. Teratai I No.88 Kampus POM IX RT.36, Kel. Lorok Pakjo, Kec. Ilir Barat, Kota Palembang, Prov. Sumatera Selatan",
1348,Trans 7 Palembang,Televisi,,,PT,Sumatera Selatan,"Jl. Angkatan 45 Lr.Harapan No.23, Kel. Lorok Pakjo, Kec. Ilir Barat, Kota Palembang",
1349,Indosiar Palembang,Televisi,,,PT,Sumatera Selatan,"Jl. Angkatan 45, Kel. Lorok Pakjo, Kec. Ilir Barat 1, Kota Palembang",
1350,Trans TV Palembang,Televisi,,,PT,Sumatera Selatan,,
1351,ANTV Palembang,Televisi,,,PT,Sumatera Selatan,"Jl. Dwikora II No.4803, RW. 011, Kel. Sungai Pangeran, Palembang",
1352,Sriwijaya Vision,Televisi,,,PT,Sumatera Selatan,"Jl. Radial No.30 RT.20 RW.06, Kel. 24 Ilir, Kec. Bukit Kecil, Kota Palembang",
1353,Waspada,Cetak,,,PT,Sumatera Utara,Jl. Brigjen Katamso No. 01,
1354,ATV,Televisi,,,PT,Bali,"Komp. Istana Kuta Galeria blok vallet 2 no. 12A, Abian Timbul, Kuta",
1355,Dewata TV,Televisi,,,PT,Bali,"Jl. Hayam Wuruk no.98, Kel. Sumatera kelod, Kec. Denpasar Timur",
1356,Bali Music Channel/BMC,Televisi,,,PT,Bali,"Kantor : Jl. Diponegoro No. 109 Kel. Dauh Puri Kelod Kec. Denpasar Barat, Kota Denpasar
Pemancar : Jl. Cerida, Br. Manesa Kumpial, Kel. Benoa, Kec. Kuta Selatan, Kab. Badung",
1357,Metro TV Bali,Televisi,,,PT,Bali,"Jl. Banjar Kaja Jati, Kel. Kutuh, Kec. Kuta Selatan, Kota Badung
Alamat Pemancar:
Jl. Dharmawangsa No. 42 Br. Kaja Jati, Desa Kutuh, Kec. Kuta Selatan, Kab. Badung",
1358,MNCTV Network,Televisi,,,PT,Bali,"Alamat:
Jl. Diponegoro No.109, Dusun Sanglah Timur, Kel. Dauh Puri Kelot, Kec. Denpasar Barat
Alamat Pemancar:
Jl. Nusa Dua Km. 25 Bukit Kutuh, Kel. Kutuh, Kec. Kuta Selatan, Kab. Badung",
1359,Trans TV Denpasar,Televisi,,,PT,Bali,"Alamat/Pemancar:
Jl. Gunung Payung, Banjar Desa Pantigiri, Desa Kutuh, Kec. Kuta Selatan, Kab. Badung",
1360,Indosiar Bali,Televisi,,,PT,Bali,"Alamat Pemancar:
Br. Kaja Jati, Desa Kutuh, Kec. Kuta Selatan, Kab. Badung",
1361,ANTV Denpasar,Televisi,,,PT,Bali,"Jl. Raya Nusa Dua km.25, Br. Petangan, Desa Kutuh, Kec. Kuta Selatan",
1362,Global TV ,Televisi,,,PT,Bali,"Alamat:
Jl. Diponegoro No.109 Kota Denpasar
Alamat Pemancar:
Jl. Nusa Dua km.25, Kel. Kutuh, Kec. Kuta Selatan, Kab. badung",
1363,Trans7 Denpasar,Televisi,,,PT,Bali,"Alamat kantor: Jl. Gunung Payung 10A, Banjar Dinas Panigiri, Desa Kutuh, Kec. Kuta Selatan, Kab. Badung, Prov. Bali
d/h
Alamat Pemancar:
Banjar Petangan, Desa Kutuh, Kec. Kuta Selatan, Kab. badung",
1364,Bali  TV ,Televisi,,,PT,Bali,Jl. Kebo Iwa No. 63 A,redaksi@balitv.tv
1365,Banten TV,Televisi,,,PT,Banten,"Jl. Jend. Sudirman Blok F18-20, Kel Banjar Agung, Kec Cipocok Raya",
1366,BSTV,Televisi,,,PT,Banten,"Jl. Boulevard Gajahmada no.2112, Kel. Panunggangan Barat, Kec. Cibodas",
1367,Kompas TV d/h Komedi TV,Televisi,,,PT,Banten,"Jl. Kismaun No.169, Kel. Sukasari, Kec. Tangerang",
1368,TV Mitra,Televisi,,,PT,Banten,"Jl. BARATA RAYA NO. 1, KARANG TENGAH",
1369,ANTV Banten,Televisi,,,PT,Banten,"Komplek TVRI, kp. Sawah RT.09 RW.01, Kel. Wanagiri, Kec. Saketi, kab. Pandeglang, Prov. Banten
d/h
Jl. Maulana Yusuf No.18, RT.01/03, Kel.Cimuncang, Kec.Serang, Kota Serang, Banten",
1370,Tara Vision,Televisi,,,PT,Banten,"Jl. Wanamulya No.7, Kel. Karangmulya, Kec.Karang Tengah, Kota Tengah, Prov. Banten",
1371,Matahari TV,Televisi,,,PT,Banten,"Jl. H. Cepe No. 58, Rt. 02/ Rw. 03 Pinang, Tangerang",
1372,CTV,Televisi,,,PT,Banten,"Jl. Wana Mulya No.7 Karang Mulya, Karang Tengah, Tangerang, Banten",
1373,Vista TV,Televisi,,,PT,Gorontalo,"Jl. Teuku Umar ex. KH.Ahmad Dahlan, Kel. Limba, Kec.Kota Selatan Kota Gorontalo
Pemancar : Jl. Limboto Raya No.58, Kec. Telaga, Kab. Gorontalo",
1374,ANTV Gorontalo,Televisi,,,PT,Gorontalo,"Gedung Media Center, Jl. Sudirman 6, Kel. Dulalowoo Timur, Kec. Kota Tengah, Kota Gorontalo, Prov. Gorontalo d/h Jl. Sudirman No.6, Kel. Dulalowo Timur, Kec. Kota Tengah, Kota Gorontalo",
1375,Metro TV Gorontalo,Televisi,,,PT,Gorontalo,"Jl. Bambu, Kel. Buladu, Kota Barat, Kota Gorontalo, Provinsi Gorontalo",
1376,Mimoza Channel,Televisi,,,PT,Gorontalo,"Jl. KH. Agus Salim No.67, Limba U2, Kota Selatan, Kota Gorontalo",
1377,Elshinta TV,Televisi,,,PT,Jakarta,"Wisma Indosemen Annex Building Lt. 3, Jl. Jend. Sudirman Kav. 70-71 Kel. Setiabudi, Kec. Setiabudi, Kota Jakarta Selatan, Prov. DKI Jakarta
d/h
Jl. Sudirman No. 20, Kel Birugo, Kec Birugo Tiga Baleh",
1378,O Channel,Televisi,,,PT,Jakarta,"Gedung SCTV Tower '-Senayan City lt. 16, Jl. Asia Afrika Lot.19, Gelora, Tanah Abang",
1379,Space Toon,Televisi,,,PT,Jakarta,"Wisma 46 Kota BNI, 43rd Floor, Setiabudi, Menteng",
1380,B Channel,Televisi,,,PT,Jakarta,"Menara Rajawali lt.7, Mega Kuningan lot 5.1, Kuningan Timur, Setiabudi",
1381,AN TV,Televisi,,,PT,Jakarta,"Jl. HR. Rasuna Said Kav.X 6 No.8, Kelurahan Karet Kuningan, Kecamatan Setiabudi",
1382,Latv / TV One,Televisi,,,PT,Jakarta,"Jl. Rawa Terate II No.2, Kelurahan Jatinegara, Kecamatan Cakung",
1383,Indosiar,Televisi,,,PT,Jakarta,"Jl. Damai No.11, Kel Duri Kepak, Kec. Kebon Jeruk",
1384,TV7 / Trans 7,Televisi,,,PT,Jakarta,Jl. Kapten Piere Tendean Kav. 12-14A,
1385,TPI,Televisi,,,PT,Jakarta,"Jl. Pintu II TMII, Kel. Lubang Buaya, Kec Cipayung Kota Jakarta timur, DKI Jakarta",
1386,Global TV,Televisi,,,PT,Jakarta,"Wisma Indovision Lantai 15, Jl. Raya Panjang Z/III, Kel. Kebon Jeruk, Kec. Kedoya Utara",
1387,Metro TV,Televisi,,,PT,Jakarta,"Jl. Pilar Mas Raya Kav.A-D, Kel. Kedoya, Kec. Kebon Jeruk",
1388,FMTV,Televisi,,,PT,Jakarta,"Gedung Citra Graha Lantai 5 Jalan Jend. Gatot Subroto Kav.35-36 Kelurahan Kuningan Timur, Kec. Setiabudi, Jaksel, 12950",
1389,M2V,Televisi,,,PT,Jakarta,Jl. Melawai Raya No.7 Jakarta 12160,
1390,Max3 TV,Televisi,,,PT,Jakarta,"Mid Plaza 2 Lantai 8, Jl. Jend. Sudirman Kav. 10-11, Kel. Karet Tengsin, Kec. Tanah Abang, Jakpus 10220",
1391,Mata Mathla Cable Television,Televisi,,,PT,Jakarta,"Rumah Susun Petamburan Blok II Lt. Dasar No. DII.09, Jl. Administrasi Negara, Kel. Petamburan, Kec. Tanah Abang",
1392,JV Cable,Televisi,,,PT,Jakarta,"Jl. Raya Panjang Blok Z/III, Kel. Kedoya Utara, Kec. Kebon Jeruk",
1393,Dens TV,Televisi,,,PT,Jakarta,"Gedung Mangala Wanabakti IV Lt. 9 Jl. Jend. Gatot Subroto, Kel. Glora, Kec. Tanah Abang, Kota Jakarta Pusat, Prov. DKI Jakarta",
1394,Cablenet Asia,Televisi,,,PT,Jakarta,"Gedung Fresh Market Lantai Roof, Jl. Pantai Indah Kapuk Boulevard BGM, Kel. Kamal Muara, Kec. Penjaringan, Jakarta Utara",
1395,Jakarta Vision,Televisi,,,PT,Jakarta,"Jl. Raya Kebayoran Lama No. 12, Kel. Grogol Utara, Kec. Kebayoran Lama",
1396,Inb Cable,Televisi,,,PT,Jakarta,"The Boutiq Office Park B2, Jl. Benjamin Sueb Blok A6, Kemayoran, Jakarta Pusat, DKI Jakarta",
1397,I-Sky-Net,Televisi,,,PT,Jakarta,"Jl. Galeri Niaga Mediterania I Blok E8, Kapuk Muara, Penjaringan Jakarta Utara",
1398,IM TV,Televisi,,,PT,Jakarta,"Ariobimo Sentral Building Lantai 4, Jl. HR. Rasuna Said Blok X-2 No. 5, Setiabudi, Kota Jakarta Selatan, DKI Jakarta,12950",
1399,Mega Vision,Televisi,,,PT,Jakarta,"Jl. Tomang Raya Terusan Kav. 71-73 Graha Sukanda Mulia, Lt.2 Tomang",
1400,Smart Vision,Televisi,,,PT,Jakarta,"Jl. Asia Afrika Pintu IX, Kel. Senayan, Kec. Tanah Abang, Kota Jakarta Pusat",
1401,Netralnews.com,Siber,,,PT,Jakarta,"Rukan Plaza Sunter Terrace Blok A No. 18
Jl. Danau Sunter Utara Kav. 60 Jakarta Utara",redaksi@netralnews.com
1402,Viva Sky,Televisi,,,PT,Jakarta,"Gedung Multivision Tower Lt. 9, Jl. Kuningan Mulia Lot. 9B, Kel. Guntur, Kec. Setiabudi, Kota Jakarta Selatan, Prov. DKI Jakarta
d/h
Jl. HR. Rasuna Said Kav.B-2 (wisma Bakrie 2,Lt.7), Kel. Karet, Kec. Setiabudi, Kota Jakarta Selatan",
1403,Matrix TV,Televisi,,,PT,Jakarta,"Komplek Pergudangan Daan Mogot Prima, Jl. Daan Mogot Raya No.10-BlokA1, Kel. Rawa Buaya, Kec. Cengkareng",
1404,ELBOX,Televisi,,,PT,Jakarta,"Jl. Raya Perjuangan No. 88, Kompleks Graha Kencana Blok AN - AO, Kel. Kebon Jeruk, Kec. Kebon Jeruk, Jakarta Barat, DKI Jakarta",
1405,Mega Vision/Orange TV,Televisi,,,PT,Jakarta,"JL.TOMANG RAYA TERUSAAN KAV.71 '-73 GRAHA SUKANDA MULIA,LT.2 TOMANG",
1406,TOPAS TV,Televisi,,,PT,Jakarta,"Mayapada Tower Lt.16 Jl. Jend. Sudirman Kav.28, Kel. Karet, Kec. Setiabudi, Jaksel, DKI jkt",
1407,SKY LBS TV,Televisi,,,PT,Jakarta,"The Bellezza Office Tower Lt.23, Jl.LetJen Soepeno (Arteri Permata Hijau) No.34, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Indonesia 12210",
1408,K Vision,Televisi,,,PT,Jakarta,"Jl. Panjang No.8A, Kel. Kebon Jeruk, Kec. Kebon Jeruk, Kota Jakarta Barat, Prov. DKI Jakarta",
1409,cumi-cumi.com,Siber,,,PT,Jakarta,Jl. Caringin Barat Kav. 10 Jaksel 12430,advertise@cumicumi.com
1410,Oke Vision,Televisi,,,PT,Jakarta,"Jl. Kebon Sirih No.17-19, Kelurahan Kebon Sirih, Kecamatan Menteng",
1411,Telkom Vision,Televisi,,,PT,Jakarta,"Jl. Prof. DR. Supomo SH No. 139, kelurahan Tebet Barat, Kecamatan Tebet, Kota Jakarta Selatan, Provinsi DKI Jakarta 12810",
1412,LKBN ANTARA,Siber,,,PT,Jakarta,"Wisma Antara Lt.19
Jl. Merdeka Selatan No. 17
Jakarta Pusat",newsroom@antaranews.com
1413,RCTI,Televisi,,,PT,Jakarta,Jl. Kebon Sirih No. 21-27 Jakarta Pusat 10340 Indonesia,corsec.mnc-corporation@mncgroup.com
1414,Global TV,Televisi,,,PT,Jakarta,"GlobalTV Building, MNC Studio
Jl. Lapangan Bola, Kebon Jeruk
Jakarta 11520",corsec.mnc-corporation@mncgroup.com
1415,iNEWS TV,Televisi,,,PT,Jakarta,Jl. Kebon Sirih No. 21-27 Jakarta Pusat 10340 ,corsec.mnc-corporation@mncgroup.com
1416,SCTV,Televisi,,,PT,Jakarta,"SCTV Tower - Senayan City
Jl. Asia Afrika Lot 19, Jakarta 10270 ",
1417,Indosiar,Televisi,,,PT,Jakarta,"Jl. Damai No. 11 daan Mogot,
Jakarta 11510",
1418,viva.co.id,Siber,,,PT,Jakarta,"Kawasan Industri Pulogadung, Gedung tvOne
Jl. Rawa Terate II No.2
Jakarta Timur 13260",redaksi@viva.co.id
1419,okezone.com,Siber,,,PT,Jakarta,Gedung MNC News Center Lt.12 K.H Wahid Hadsyim No.36-38 Menteng Kota Jakarta Pusat 10340,radaksi.okezone@mncgroup.com  
1420,Radio KBR,Radio,,,PT,Jakarta,"Jl. Hos Cokroaminoto 91 , Menteng â€“ Jakarta Pusat ",
1421,Sindo Trijaya FM,Televisi,,,PT,Jakarta,"MNC News Center Lt.5 , Jl.K.H Wahid Hasyim No.28 Kel.Kebon Serih Kec.Menteng , Jakarta Pusat ",redaksi@sindotrijaya.com 
1422,RRI,Televisi,,,PT,Jakarta,"Jl. Medan Merdeka Barat 4-5, RT.2/RW.3 Jakarta Pusat",pro3jaringan@gmail.com 
1423,Berita Satu News Channel,Televisi,,,PT,Jakarta,"Beritasatu Plasa Lantai 9, Jl. Jend Gatot Subroto Kav 35-36",
1424,Investor,Cetak,,,PT,Jakarta,Jln.Jend.Gatot.Subroto Kav 35-36 ,
1425,Kompas TV,Televisi,,,PT,Jakarta,"Jln.Palmerah Selatan No.1 Kel.Gelora Kec.Tanah Abang, Jakarta Pusat",public.relations@kompas.tv 
1426,rmol.co,Siber,,,PT,Jakarta,"Graha Pena, Lt. 9, Jalan Raya Kebayoran Lama No. 12, Jakarta Selatan",keranjangrmol@gmail.com
1427,arah.com,Siber,,,PT,Jakarta,"Jl. Metro Pondok Indah TA 10 No. 29, Pondok Indah, Jakarta Selatan",
1428,TVRI,Televisi,,,PT,Jakarta,"Gedung TVRI Lt. Dasar, Jl. Gerbang Pemuda, Tanah Abang, RT.1/RW.3, Gelora, Kota Jakarta Pusat, DKI Jakarta",
1429,obsessionnews.com,Siber,,,PT,Jakarta,"Jl. Kedondong No. 161 Jagakarsa, Jaksel",redaksi@obsessionnews.com
1430,dream.co.id ,Siber,,,PT,Jakarta,"Jl. Tebet Barat IV No.5
Jakarta Selatan, 12810
", redaksi@dream.co.id
1431,uzone.id,Siber,,,PT,Jakarta,"Jl. MT. HaryonoKav 58 â€“ 60, Pancoran, Jakarta Selatan ",redaksi@uzone.id
1432,IN TV,Televisi,,,PT,Jakarta,"Jl. Balikpapan Raya no.28 C-D, Jakarta ",information@intv.id
1433,Rilis.id ,Siber,,,PT,Jakarta,"Jl. Pejaten Raya No. 33 E Jatipadang, Jakarta Selatan",redaksi@rilis.id
1434,Men's Obsession,Cetak,,,PT,Jakarta,"Jl. Kedondong No. 161 Jagakarsa, Jaksel",redaksi@obsessionnews.com
1435,bintang.com,Siber,,,PT,Jakarta,Jl. RP Soeroso No. 18 Menteng Jakpus ,redaksibintangdotcom@gmail.com 
1436,DAAI TV,Televisi,,,PT,Jakarta,"Tzu Chi Center, Tower 2
Jl. Boulevard Pantai Indah Kapuk
Jakarta Utara 14470, Indonesia",info@daaitv.co.id
1437,suara.com,Siber,,,PT,Jakarta,"jl. Sisingamangaraja No. 21
Kebayoran Baru, Jakarta Selatan 
",redaksi@suara.com 
1438,tribunnews.com,Siber,,,PT,Jakarta,"Gedung Group of Regional Newspaper Kompas Gramedia, Jl Palmerah Selatan No 3, Jakarta Pusat
Telp. 021-5359525-23",redaksi@tribunnews.com
1439,Jek TV,Televisi,,,PT,Jambi,"Jl. Kapt. Pattimura No.35 KM.08, Kec. Alam Barajo, Kenali Besar Kota Jambi",tvlokaljambi@jektv.co.id
1440,tribunjambi.com ,Siber,,,PT,Jambi,"Jl. Prof. Dr. M. Yamin No.06 RT 32 Kel. Lebak Bandung, Kec. Jelutung",redaksi@tribunjambi.com
1441,jamberita.com ,Siber,,,PT,Jambi,Jl. Perum Mutiara Mayang Blok I No 4 RT 34 Kel. Mayang Mangurai Kec. Aalam Barajo ,jamberita.com@gmail.com
1442,Garuda Vision TV,Televisi,,,PT,Jawa Barat,"Jl. Moch. Ramdan No. 49 A, Kel. Cigereleng, Kec. Regot, Kota Bandung, Provinsi Jawa Barat 40255",
1443,B-Channel,Televisi,,,PT,Jawa Barat,"Kp. Pemeceulan, RT.04/RW. 06, Desa Sukajaya, Kec. Lembang, Kab. Bandung Barat, Prov. Jawa Barat",
1444,TV Urang Bogor,Televisi,,,PT,Jawa Barat,"Jl. Surya Kencana No. 228 '-230, Gudang, Bogor Tengah",
1445,Dian TV,Televisi,,,PT,Jawa Barat,"Jl. Siliwangi km.31, RT.03/01, Kel. Mekarsari, Kec. Cicurug",
1446,Kompas TV Jabar d/h STV Bandung,Televisi,,,PT,Jawa Barat,"Alamat Baru: LL. RE. Martadinata (Jl. Riau) Lt. 3 No. 46 Kel. Citarum, Kec. Sumur Bandung, Bandung, Jawa Barat
Alamat Lama: Sentrasari Mall Blok.B4, No.68-69, Kec. Sukagalih, Kec. Sukajadi",
1447,Jatiluhur Televisi,Televisi,,,PT,Jawa Barat,"Jl. Kapten Ismail No. 9, Kel. Sindangkasih, Kec. Jatiluhur",
1448,TV Anak Garut,Televisi,,,PT,Jawa Barat,"Jl. Raya Dangiang, Desa Dangiang, Kec. Cilawu",
1449,TV Anak Bandung,Televisi,,,PT,Jawa Barat,"Jl. Gandrung-Kol. Masturi, Kel. Jambudipa, Kec. Cisarua, Kab. Bandung Barat, Provinsi Jawa Barat 40551",
1450,IMTV,Televisi,,,PT,Jawa Barat,"Jl. Terusan Prof. DR. Ir. Sutami, Komp. Setrasari Mall Blok C-3 No. 9/35, Kel. Sukagalih, Kec. Sukajadi, Kota Bandung, Prov. Jawa Barat 40164",
1451,Indosiar Bandung,Televisi,,,PT,Jawa Barat,"Jl. Raya Banjaran KM. 10, Gang Saluyu No. 117, Kel. Andir, Kec. Bale Endah, Kab. Bandung",
1452,GTV,Televisi,,,PT,Jawa Barat,"Jl. Sentrasari Mall Blok C3 No.9, Kel. Sukagalih, Kec. Sukajadi",
1453,ANTV Bandung,Televisi,,,PT,Jawa Barat,"Kampung Gandrung No.99 RT.002/RW.010, Kel. Jambudipa, Kec. Cisarua, Kab. Bandung",
1454,Trans TV Bandung,Televisi,,,PT,Jawa Barat,"Jl. Terusan Kolonel Masturi 002/010, Kp. Gandrung, Desa Jambudipa, Kec. Cisarua, Kab. Bandung Barat",
1455,Metro TV Jabar,Televisi,,,PT,Jawa Barat,,
1456,Fasindo TV Kabel,Televisi,,,PT,Jawa Barat,"Jl. Raya Caringin No.439D, Kel. Babakan, Kec. Babakan Ciparay",
1457,Megavision,Televisi,,,PT,Jawa Barat,"Jl. Bangau No.2-4 RT.05/03, Kel. Tanah Sareal, Kec. Tanah Sareal",
1458,Sufia TV,Televisi,,,PT,Jawa Barat,"Jl. Terusan Buah Batu 38-42, Bandung",
1459,PR Radio,Radio,,,PT,Jawa Barat,"Jl. Braga No. 05 Kel. Braga, Kec Sumur Bandung",prfmradio1075@gmail.com 
1460,Inspira TV,Televisi,,,PT,Jawa Barat,Jl. Rancabolang No. 9 Bandung ,welcome@inspira.tv 
1461,Badar TV,Televisi,,,PT,Jawa Barat,Jl. Cikarang Baru No. 31 Cikarang Utara Kab Bekasi ,news.badartv@gmail.com 
1462,STV,Televisi,,,PT,Jawa Tengah,"Jl. Dr. Rajiman No.28, Kel. Tegalsari Bumi, Kec. Laweyan, Kota Surakarta, Prov. Jawa Tengah",
1463,Semarang TV,Televisi,,,PT,Jawa Tengah,"Jl. Bukit Puncak II No.8, Kel. Ngresep, Kec. Banyumanik",
1464,Kompas TV Jawa Tengah d/h btv,Televisi,,,PT,Jawa Tengah,"Jl. Agus Salim Gedung SCJ Plaza Lt. 5 & 6, Kauman, Semarang Tengah",
1465,MG TV,Televisi,,,PT,Jawa Tengah,"Kantor dan Studio : Metrosquare Blok B No.18-19, Jl. Mayjen Bambang Soegeng, Kel. Sumberrejo, Kec. Metroyudan, Kota Magelang
Pemancar : Jl. Beringin I No.29, Tidar Krajan RT.01 RW.05, Kec. Magelang Selatan, Kota Magelang",
1466,Future Media TV (SM TV),Televisi,,,PT,Jawa Tengah,"Jl. Pandanaran 30, Pekunden, Kec. Semarang Tengah",
1467,TV Ku,Televisi,,,PT,Jawa Tengah,"Jl. Nakula I No.5-11, Pindrikan Kidul, Semarang Tengah",
1468,BMS TV,Televisi,,,PT,Jawa Tengah,"GD.BSI, Jl. HR. Bunyamin 106, Kel. Pabuaran, Kec. Purwokerto Utara",
1469,Tanah Liat TV,Televisi,,,PT,Jawa Tengah,"Jl. Jendral Sudirman 54, Kel. Pangenjuru Tengah, Kec. Purworejo, Kab. Purworejo",
1470,Kartika TV,Televisi,,,PT,Jawa Tengah,"Jl. Dr. Wahidin-Ruko Saiza No.15-16, Kel. Pati, Kec. Pati",
1471,KudusTV,Televisi,,,PT,Jawa Tengah,"Griya Kencana2, Jl. Gaharu Raya No.48, Kel. Sidokerto, Kec. Pati",
1472,tvOne Semarang,Televisi,,,PT,Jawa Tengah,"Jl. Rawa Terate II No.2, Jakarta Timur
Pemancar : Jl. Stasiun Relay, Gunung Gantungan, Desa Gantungan, Kec. Jatinegara, Kota Tegal",
1473,Metro TV Jateng,Televisi,,,PT,Jawa Tengah,,
